LoadCoreForKernel	0x9baf90f6	sceKernelCanReleaseLibrary
LoadCoreForKernel	0xa481e30e	sceKernelLinkLibraryEntriesWithModule
LoadCoreForKernel	0xace23476	sceKernelCheckPspConfig
LoadCoreForKernel	0xae7c6e76	sceKernelRegisterModule
LoadCoreForKernel	0xb17f5075	sceKernelReleaseModule
LoadCoreForKernel	0xb27cc244	sceKernelLoadRebootBin
LoadCoreForKernel	0xb4d6fecc	sceKernelApplyElfRelSection
LoadCoreForKernel	0xb6c037ea	sceKernelLoadCoreUnlock
LoadCoreForKernel	0xbc99c625	sceKernelFindModuleByAddress
LoadCoreForKernel	0xbd61d4d5	sceKernelFreeModule
LoadCoreForKernel	0xbf2e388c	sceKernelRegisterModule
LoadCoreForKernel	0xbf983ef2	sceKernelProbeExecutableObject
LoadCoreForKernel	0xc0584f0c	sceKernelGetModuleList
LoadCoreForKernel	0xc8ff5ee5	sceKernelLoadCoreMode
LoadCoreForKernel	0xc99dd47a	sceKernelQueryLoadCoreCB
LoadCoreForKernel	0xcb636a90	sceKernelReleaseLibrary
LoadCoreForKernel	0xcce4a157	sceKernelFindModuleByUID
LoadCoreForKernel	0xcd0f3bac	sceKernelCreateModule
LoadCoreForKernel	0xcd26e0ca	sceKernelGetModuleFromUID
LoadCoreForKernel	0xcf8a41b1	sceKernelFindModuleByName
LoadCoreForKernel	0xd3353ec4	sceKernelCheckExecFile
LoadCoreForKernel	0xd8779ac6	sceKernelIcacheClearAll
LoadCoreForKernel	0xda1b09aa	sceKernelUnLinkLibraryEntries
LoadCoreForKernel	0xf32a2940	sceKernelModuleFromUID
LoadCoreForKernel	0xf3dd4808	sceKernelAssignModule
LoadCoreForKernel	0xf6b1bf0f	sceKernelFindModuleByName
LoadCoreForKernel	0xf976ef41	sceKernelSetBootCallbackLevel
LoadCoreForKernel	0xfb8ae27d	sceKernelFindModuleByAddress
LoadCoreForKernel	0xfc47f93a	sceKernelCheckPspConfig
LoadExecForKernel	0x015da036	sceKernelLoadExecBufferVSHUsbWlan
LoadExecForKernel	0x05572a5f	sceKernelExitGame
LoadExecForKernel	0x061d9514	sceKernelLoadExecVSHMs4
LoadExecForKernel	0x11412288	LoadExecForKernel_11412288
LoadExecForKernel	0x1b97bdb3	sceKernelLoadExecVSHDisc
LoadExecForKernel	0x28d0d249	sceKernelLoadExecVSHMs2
LoadExecForKernel	0x2ac9954b	sceKernelExitGameWithStatus
LoadExecForKernel	0x31df42bf	sceKernelLoadExecVSHMs1
LoadExecForKernel	0x4ac57943	sceKernelRegisterExitCallback
LoadExecForKernel	0x4d5c75be	sceKernelLoadExecFromHost
LoadExecForKernel	0x4f41e75e	sceKernelLoadExecBufferVSHUsbWlanDebug
LoadExecForKernel	0x62a27008	sceKernelInvokeExitCallback
LoadExecForKernel	0x62c459e1	sceKernelLoadExecBufferVSHPlain
LoadExecForKernel	0x659188e1	sceKernelCheckExitCallback
LoadExecForKernel	0x6d302d3d	sceKernelExitVSHKernel
LoadExecForKernel	0x70901231	sceKernelLoadExecVSHMs3
LoadExecForKernel	0x71a1d738	sceKernelLoadExecBufferPlain
LoadExecForKernel	0x7b7c47ef	sceKernelLoadExecVSHDiscDebug
LoadExecForKernel	0x821be114	sceKernelLoadExecVSHDiscUpdater
LoadExecForKernel	0x918782e8	sceKernelLoadExecBufferVSHFromHost
LoadExecForKernel	0xa3d5e142	sceKernelExitVSHVSH
